IDIndikator;skrIndikator;IDTer;nTer;God+Mes;nVrTacka;nProizvod;IDVrPod;nVrPod;Vrednost;IDStatusPodatka;nStatusPodatka;IDStatusPoverljivosti;nStatusPoverljivosti;IDJedinicaMere;nJedinicaMere
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201000;2010;Pšenica;3;prinos, t/ha;3.7;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201000;2010;Ječam;1;požnjevena površina, ha / rodna površina, ha;38067;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201000;2010;Ječam;2;ukupan prinos, t;125130;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201000;2010;Ječam;3;prinos, t/ha;3.3;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201000;2010;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;576512;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201000;2010;Kukuruz;2;ukupan prinos, t;4688778;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201000;2010;Kukuruz;3;prinos, t/ha;8.1;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201100;2011;Pšenica;1;požnjevena površina, ha / rodna površina, ha;304273;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201100;2011;Pšenica;2;ukupan prinos, t;1483291;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201100;2011;Pšenica;3;prinos, t/ha;4.9;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201100;2011;Ječam;1;požnjevena površina, ha / rodna površina, ha;31726;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201100;2011;Ječam;2;ukupan prinos, t;139250;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201100;2011;Ječam;3;prinos, t/ha;4.4;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201100;2011;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;604078;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201100;2011;Kukuruz;2;ukupan prinos, t;4404542;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201100;2011;Kukuruz;3;prinos, t/ha;7.3;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201200;2012;Pšenica;1;požnjevena površina, ha / rodna površina, ha;297942;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201200;2012;Pšenica;2;ukupan prinos, t;1334573;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201200;2012;Pšenica;3;prinos, t/ha;4.5;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201200;2012;Ječam;1;požnjevena površina, ha / rodna površina, ha;34276;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201200;2012;Ječam;2;ukupan prinos, t;139115;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201200;2012;Ječam;3;prinos, t/ha;4.1;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201200;2012;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;578860;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201200;2012;Kukuruz;2;ukupan prinos, t;2283398;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201200;2012;Kukuruz;3;prinos, t/ha;3.9;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201300;2013;Pšenica;1;požnjevena površina, ha / rodna površina, ha;329916;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201300;2013;Pšenica;2;ukupan prinos, t;1617068;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201300;2013;Pšenica;3;prinos, t/ha;4.9;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201300;2013;Ječam;1;požnjevena površina, ha / rodna površina, ha;42150;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201300;2013;Ječam;2;ukupan prinos, t;198507;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201300;2013;Ječam;3;prinos, t/ha;4.7;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201300;2013;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;565204;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201300;2013;Kukuruz;2;ukupan prinos, t;3954040;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201300;2013;Kukuruz;3;prinos, t/ha;7.0;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201400;2014;Pšenica;1;požnjevena površina, ha / rodna površina, ha;315870;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201400;2014;Pšenica;2;ukupan prinos, t;1434902;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201400;2014;Pšenica;3;prinos, t/ha;4.5;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201400;2014;Ječam;1;požnjevena površina, ha / rodna površina, ha;42225;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201400;2014;Ječam;2;ukupan prinos, t;177176;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201400;2014;Ječam;3;prinos, t/ha;4.2;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201400;2014;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;609911;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201400;2014;Kukuruz;2;ukupan prinos, t;5361294;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201400;2014;Kukuruz;3;prinos, t/ha;8.8;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201500;2015;Pšenica;1;požnjevena površina, ha / rodna površina, ha;296832;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201500;2015;Pšenica;2;ukupan prinos, t;1449898;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201500;2015;Pšenica;3;prinos, t/ha;4.9;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201500;2015;Ječam;1;požnjevena površina, ha / rodna površina, ha;36975;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201500;2015;Ječam;2;ukupan prinos, t;162935;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201500;2015;Ječam;3;prinos, t/ha;4.4;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201500;2015;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;574399;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201500;2015;Kukuruz;2;ukupan prinos, t;3359140;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201500;2015;Kukuruz;3;prinos, t/ha;5.8;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201600;2016;Pšenica;1;požnjevena površina, ha / rodna površina, ha;300051;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201600;2016;Pšenica;2;ukupan prinos, t;1775668;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201600;2016;Pšenica;3;prinos, t/ha;5.9;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201600;2016;Ječam;1;požnjevena površina, ha / rodna površina, ha;35440;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201600;2016;Ječam;2;ukupan prinos, t;177029;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201600;2016;Ječam;3;prinos, t/ha;5.0;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201600;2016;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;571835;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201600;2016;Kukuruz;2;ukupan prinos, t;4845730;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201600;2016;Kukuruz;3;prinos, t/ha;8.5;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201700;2017;Pšenica;1;požnjevena površina, ha / rodna površina, ha;286449;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201700;2017;Pšenica;2;ukupan prinos, t;1353710;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201700;2017;Pšenica;3;prinos, t/ha;4.7;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201700;2017;Ječam;1;požnjevena površina, ha / rodna površina, ha;34378;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201700;2017;Ječam;2;ukupan prinos, t;145178;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201700;2017;Ječam;3;prinos, t/ha;4.2;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201700;2017;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;568255;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201700;2017;Kukuruz;2;ukupan prinos, t;2645696;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201700;2017;Kukuruz;3;prinos, t/ha;4.7;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201800;2018;Pšenica;1;požnjevena površina, ha / rodna površina, ha;329507;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201800;2018;Pšenica;2;ukupan prinos, t;1796142;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201800;2018;Pšenica;3;prinos, t/ha;5.5;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201800;2018;Ječam;1;požnjevena površina, ha / rodna površina, ha;38456;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201800;2018;Ječam;2;ukupan prinos, t;171937;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201800;2018;Ječam;3;prinos, t/ha;4.5;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201800;2018;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;517619;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201800;2018;Kukuruz;2;ukupan prinos, t;4657345;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201800;2018;Kukuruz;3;prinos, t/ha;9.0;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201900;2019;Pšenica;1;požnjevena površina, ha / rodna površina, ha;302429;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201900;2019;Pšenica;2;ukupan prinos, t;1529218;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201900;2019;Pšenica;3;prinos, t/ha;5.1;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201900;2019;Ječam;1;požnjevena površina, ha / rodna površina, ha;35750;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201900;2019;Ječam;2;ukupan prinos, t;155298;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201900;2019;Ječam;3;prinos, t/ha;4.3;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201900;2019;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;545018;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201900;2019;Kukuruz;2;ukupan prinos, t;4775447;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;201900;2019;Kukuruz;3;prinos, t/ha;8.8;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202000;2020;Pšenica;1;požnjevena površina, ha / rodna površina, ha;317204;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202000;2020;Pšenica;2;ukupan prinos, t;1650085;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202000;2020;Pšenica;3;prinos, t/ha;5.2;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202000;2020;Ječam;1;požnjevena površina, ha / rodna površina, ha;42732;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202000;2020;Ječam;2;ukupan prinos, t;207253;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202000;2020;Ječam;3;prinos, t/ha;4.9;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202000;2020;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;569556;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202000;2020;Kukuruz;2;ukupan prinos, t;4772803;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202000;2020;Kukuruz;3;prinos, t/ha;8.4;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202100;2021;Pšenica;1;požnjevena površina, ha / rodna površina, ha;330727;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202100;2021;Pšenica;2;ukupan prinos, t;2077296;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202100;2021;Pšenica;3;prinos, t/ha;6.3;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202100;2021;Ječam;1;požnjevena površina, ha / rodna površina, ha;40873;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202100;2021;Ječam;2;ukupan prinos, t;265920;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202100;2021;Ječam;3;prinos, t/ha;6.5;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202100;2021;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;574854;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202100;2021;Kukuruz;2;ukupan prinos, t;3678706;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202100;2021;Kukuruz;3;prinos, t/ha;6.4;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202200;2022;Pšenica;1;požnjevena površina, ha / rodna površina, ha;342930;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202200;2022;Pšenica;2;ukupan prinos, t;1843120;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202200;2022;Pšenica;3;prinos, t/ha;5.4;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202200;2022;Ječam;1;požnjevena površina, ha / rodna površina, ha;37179;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202200;2022;Ječam;2;ukupan prinos, t;195599;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202200;2022;Ječam;3;prinos, t/ha;5.3;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202200;2022;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;543650;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202200;2022;Kukuruz;2;ukupan prinos, t;2385839;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202200;2022;Kukuruz;3;prinos, t/ha;4.4;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202300;2023;Pšenica;1;požnjevena površina, ha / rodna površina, ha;375395;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202300;2023;Pšenica;2;ukupan prinos, t;2169172;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202300;2023;Pšenica;3;prinos, t/ha;5.8;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202300;2023;Ječam;1;požnjevena površina, ha / rodna površina, ha;41266;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202300;2023;Ječam;2;ukupan prinos, t;223744;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202300;2023;Ječam;3;prinos, t/ha;5.4;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202300;2023;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;507494;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202300;2023;Kukuruz;2;ukupan prinos, t;3971950;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202300;2023;Kukuruz;3;prinos, t/ha;7.8;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202400;2024;Pšenica;1;požnjevena površina, ha / rodna površina, ha;327892;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202400;2024;Pšenica;2;ukupan prinos, t;1920136;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202400;2024;Pšenica;3;prinos, t/ha;5.9;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202400;2024;Ječam;1;požnjevena površina, ha / rodna površina, ha;38745;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202400;2024;Ječam;2;ukupan prinos, t;225070;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202400;2024;Ječam;3;prinos, t/ha;5.8;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202400;2024;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;536582;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202400;2024;Kukuruz;2;ukupan prinos, t;3291931;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202400;2024;Kukuruz;3;prinos, t/ha;6.1;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202500;2025;Pšenica;1;požnjevena površina, ha / rodna površina, ha;362285;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202500;2025;Pšenica;2;ukupan prinos, t;2361035;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202500;2025;Pšenica;3;prinos, t/ha;6.5;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202500;2025;Ječam;1;požnjevena površina, ha / rodna površina, ha;37937;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202500;2025;Ječam;2;ukupan prinos, t;223892;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202500;2025;Ječam;3;prinos, t/ha;5.9;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202500;2025;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;526372;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202500;2025;Kukuruz;2;ukupan prinos, t;2797055;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS12;Region Vojvodine;202500;2025;Kukuruz;3;prinos, t/ha;5.3;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201000;2010;Pšenica;1;požnjevena površina, ha / rodna površina, ha;107536;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201000;2010;Pšenica;2;ukupan prinos, t;325660;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201000;2010;Pšenica;3;prinos, t/ha;3.0;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201000;2010;Ječam;1;požnjevena površina, ha / rodna površina, ha;22433;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201000;2010;Ječam;2;ukupan prinos, t;59115;A;Konačan podatak;F;Slobodan za objavlјivanje;;
