IDIndikator;skrIndikator;IDTer;nTer;God+Mes;nVrTacka;nProizvod;IDVrPod;nVrPod;Vrednost;IDStatusPodatka;nStatusPodatka;IDStatusPoverljivosti;nStatusPoverljivosti;IDJedinicaMere;nJedinicaMere
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201000;2010;Ječam;3;prinos, t/ha;2.6;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201000;2010;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;214499;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201000;2010;Kukuruz;2;ukupan prinos, t;1306929;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201000;2010;Kukuruz;3;prinos, t/ha;6.1;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201100;2011;Pšenica;1;požnjevena površina, ha / rodna površina, ha;109389;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201100;2011;Pšenica;2;ukupan prinos, t;396732;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201100;2011;Pšenica;3;prinos, t/ha;3.6;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201100;2011;Ječam;1;požnjevena površina, ha / rodna površina, ha;21495;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201100;2011;Ječam;2;ukupan prinos, t;66872;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201100;2011;Ječam;3;prinos, t/ha;3.1;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201100;2011;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;212340;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201100;2011;Kukuruz;2;ukupan prinos, t;1104490;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201100;2011;Kukuruz;3;prinos, t/ha;5.2;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201200;2012;Pšenica;1;požnjevena površina, ha / rodna površina, ha;108458;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201200;2012;Pšenica;2;ukupan prinos, t;402913;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201200;2012;Pšenica;3;prinos, t/ha;3.7;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201200;2012;Ječam;1;požnjevena površina, ha / rodna površina, ha;20762;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201200;2012;Ječam;2;ukupan prinos, t;65326;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201200;2012;Ječam;3;prinos, t/ha;3.1;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201200;2012;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;191397;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201200;2012;Kukuruz;2;ukupan prinos, t;623136;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201200;2012;Kukuruz;3;prinos, t/ha;3.3;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201300;2013;Pšenica;1;požnjevena površina, ha / rodna površina, ha;112078;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201300;2013;Pšenica;2;ukupan prinos, t;412265;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201300;2013;Pšenica;3;prinos, t/ha;3.7;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201300;2013;Ječam;1;požnjevena površina, ha / rodna površina, ha;22082;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201300;2013;Ječam;2;ukupan prinos, t;76784;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201300;2013;Ječam;3;prinos, t/ha;3.5;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201300;2013;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;201930;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201300;2013;Kukuruz;2;ukupan prinos, t;994303;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201300;2013;Kukuruz;3;prinos, t/ha;4.9;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201400;2014;Pšenica;1;požnjevena površina, ha / rodna površina, ha;107306;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201400;2014;Pšenica;2;ukupan prinos, t;365823;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201400;2014;Pšenica;3;prinos, t/ha;3.4;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201400;2014;Ječam;1;požnjevena površina, ha / rodna površina, ha;22121;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201400;2014;Ječam;2;ukupan prinos, t;68533;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201400;2014;Ječam;3;prinos, t/ha;3.1;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201400;2014;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;217902;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201400;2014;Kukuruz;2;ukupan prinos, t;1348178;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201400;2014;Kukuruz;3;prinos, t/ha;6.2;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201500;2015;Pšenica;1;požnjevena površina, ha / rodna površina, ha;127769;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201500;2015;Pšenica;2;ukupan prinos, t;401405;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201500;2015;Pšenica;3;prinos, t/ha;3.1;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201500;2015;Ječam;1;požnjevena površina, ha / rodna površina, ha;29455;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201500;2015;Ječam;2;ukupan prinos, t;105378;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201500;2015;Ječam;3;prinos, t/ha;3.6;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201500;2015;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;212553;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201500;2015;Kukuruz;2;ukupan prinos, t;1082319;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201500;2015;Kukuruz;3;prinos, t/ha;5.1;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201600;2016;Pšenica;1;požnjevena površina, ha / rodna površina, ha;128257;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201600;2016;Pšenica;2;ukupan prinos, t;460463;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201600;2016;Pšenica;3;prinos, t/ha;3.6;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201600;2016;Ječam;1;požnjevena površina, ha / rodna površina, ha;28430;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201600;2016;Ječam;2;ukupan prinos, t;113543;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201600;2016;Ječam;3;prinos, t/ha;4.0;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201600;2016;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;214671;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201600;2016;Kukuruz;2;ukupan prinos, t;1278580;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201600;2016;Kukuruz;3;prinos, t/ha;6.0;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201700;2017;Pšenica;1;požnjevena površina, ha / rodna površina, ha;115072;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201700;2017;Pšenica;2;ukupan prinos, t;420163;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201700;2017;Pšenica;3;prinos, t/ha;3.7;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201700;2017;Ječam;1;požnjevena površina, ha / rodna površina, ha;25315;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201700;2017;Ječam;2;ukupan prinos, t;89113;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201700;2017;Ječam;3;prinos, t/ha;3.5;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201700;2017;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;213721;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201700;2017;Kukuruz;2;ukupan prinos, t;736481;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201700;2017;Kukuruz;3;prinos, t/ha;3.4;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201800;2018;Pšenica;1;požnjevena površina, ha / rodna površina, ha;130411;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201800;2018;Pšenica;2;ukupan prinos, t;518732;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201800;2018;Pšenica;3;prinos, t/ha;4.0;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201800;2018;Ječam;1;požnjevena površina, ha / rodna površina, ha;37139;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201800;2018;Ječam;2;ukupan prinos, t;142762;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201800;2018;Ječam;3;prinos, t/ha;3.8;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201800;2018;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;189947;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201800;2018;Kukuruz;2;ukupan prinos, t;1211368;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201800;2018;Kukuruz;3;prinos, t/ha;6.4;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201900;2019;Pšenica;1;požnjevena površina, ha / rodna površina, ha;118458;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201900;2019;Pšenica;2;ukupan prinos, t;452391;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201900;2019;Pšenica;3;prinos, t/ha;3.8;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201900;2019;Ječam;1;požnjevena površina, ha / rodna površina, ha;35922;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201900;2019;Ječam;2;ukupan prinos, t;133378;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201900;2019;Ječam;3;prinos, t/ha;3.7;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201900;2019;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;203505;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201900;2019;Kukuruz;2;ukupan prinos, t;1286151;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;201900;2019;Kukuruz;3;prinos, t/ha;6.3;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202000;2020;Pšenica;1;požnjevena površina, ha / rodna površina, ha;124199;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202000;2020;Pšenica;2;ukupan prinos, t;595460;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202000;2020;Pšenica;3;prinos, t/ha;4.8;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202000;2020;Ječam;1;požnjevena površina, ha / rodna površina, ha;29874;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202000;2020;Ječam;2;ukupan prinos, t;139691;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202000;2020;Ječam;3;prinos, t/ha;4.7;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202000;2020;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;213911;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202000;2020;Kukuruz;2;ukupan prinos, t;1575243;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202000;2020;Kukuruz;3;prinos, t/ha;7.4;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202100;2021;Pšenica;1;požnjevena površina, ha / rodna površina, ha;120023;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202100;2021;Pšenica;2;ukupan prinos, t;622559;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202100;2021;Pšenica;3;prinos, t/ha;5.2;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202100;2021;Ječam;1;požnjevena površina, ha / rodna površina, ha;27393;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202100;2021;Ječam;2;ukupan prinos, t;140718;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202100;2021;Ječam;3;prinos, t/ha;5.1;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202100;2021;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;223318;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202100;2021;Kukuruz;2;ukupan prinos, t;1187852;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202100;2021;Kukuruz;3;prinos, t/ha;5.3;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202200;2022;Pšenica;1;požnjevena površina, ha / rodna površina, ha;126369;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202200;2022;Pšenica;2;ukupan prinos, t;584406;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202200;2022;Pšenica;3;prinos, t/ha;4.6;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202200;2022;Ječam;1;požnjevena površina, ha / rodna površina, ha;25549;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202200;2022;Ječam;2;ukupan prinos, t;120974;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202200;2022;Ječam;3;prinos, t/ha;4.7;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202200;2022;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;200168;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202200;2022;Kukuruz;2;ukupan prinos, t;955402;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202200;2022;Kukuruz;3;prinos, t/ha;4.8;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202300;2023;Pšenica;1;požnjevena površina, ha / rodna površina, ha;134083;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202300;2023;Pšenica;2;ukupan prinos, t;573695;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202300;2023;Pšenica;3;prinos, t/ha;4.3;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202300;2023;Ječam;1;požnjevena površina, ha / rodna površina, ha;31195;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202300;2023;Ječam;2;ukupan prinos, t;150298;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202300;2023;Ječam;3;prinos, t/ha;4.8;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202300;2023;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;205485;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202300;2023;Kukuruz;2;ukupan prinos, t;1371204;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202300;2023;Kukuruz;3;prinos, t/ha;6.7;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202400;2024;Pšenica;1;požnjevena površina, ha / rodna površina, ha;94118;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202400;2024;Pšenica;2;ukupan prinos, t;420896;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202400;2024;Pšenica;3;prinos, t/ha;4.5;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202400;2024;Ječam;1;požnjevena površina, ha / rodna površina, ha;27138;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202400;2024;Ječam;2;ukupan prinos, t;139706;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202400;2024;Ječam;3;prinos, t/ha;5.1;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202400;2024;Kukuruz;1;požnjevena površina, ha / rodna površina, ha;224602;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202400;2024;Kukuruz;2;ukupan prinos, t;1159620;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202400;2024;Kukuruz;3;prinos, t/ha;5.2;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202500;2025;Pšenica;1;požnjevena površina, ha / rodna površina, ha;104587;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202500;2025;Pšenica;2;ukupan prinos, t;593693;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202500;2025;Pšenica;3;prinos, t/ha;5.7;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202500;2025;Ječam;1;požnjevena površina, ha / rodna površina, ha;28083;A;Konačan podatak;F;Slobodan za objavlјivanje;;
130102IND01;Biljna prizvodnja, od 2005;RS21;Region Šumadije i Zapadne Srbije;202500;2025;Ječam;2;ukupan prinos, t;150216;A;Konačan podatak;F;Slobodan za objavlјivanje;;
