proizvod,poreklo,datum,mesto_id,cena
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,11.08.2014,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,18.08.2014,Beograd-pijaca,20.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,25.08.2014,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,01.09.2014,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,08.09.2014,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,15.09.2014,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,22.09.2014,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,29.09.2014,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,06.10.2014,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,13.10.2014,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,20.10.2014,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,27.10.2014,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,03.11.2014,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,10.11.2014,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,17.11.2014,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,24.11.2014,Beograd-pijaca,16.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,01.12.2014,Beograd-pijaca,16.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,08.12.2014,Beograd-pijaca,16.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,15.12.2014,Beograd-pijaca,16.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,22.12.2014,Beograd-pijaca,16.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,29.12.2014,Beograd-pijaca,16.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,05.01.2015,Beograd-pijaca,16.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,12.01.2015,Beograd-pijaca,16.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,19.01.2015,Beograd-pijaca,16.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,26.01.2015,Beograd-pijaca,16.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,02.02.2015,Beograd-pijaca,16.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,09.02.2015,Beograd-pijaca,18.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,16.02.2015,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,23.02.2015,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,02.03.2015,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,09.03.2015,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,16.03.2015,Beograd-pijaca,18.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,23.03.2015,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,30.03.2015,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,06.04.2015,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,13.04.2015,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,20.04.2015,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,27.04.2015,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,04.05.2015,Beograd-pijaca,18.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,11.05.2015,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,18.05.2015,Beograd-pijaca,18.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,25.05.2015,Beograd-pijaca,75.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,01.06.2015,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,08.06.2015,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,15.06.2015,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,22.06.2015,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,29.06.2015,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,06.07.2015,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,13.07.2015,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,20.07.2015,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,27.07.2015,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,03.08.2015,Beograd-pijaca,23.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,10.08.2015,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,17.08.2015,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,24.08.2015,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,31.08.2015,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,07.09.2015,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,14.09.2015,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,21.09.2015,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,28.09.2015,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,05.10.2015,Beograd-pijaca,22.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,12.10.2015,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,19.10.2015,Beograd-pijaca,22.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,26.10.2015,Beograd-pijaca,22.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,02.11.2015,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,09.11.2015,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,16.11.2015,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,23.11.2015,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,30.11.2015,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,07.12.2015,Beograd-pijaca,22.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,14.12.2015,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,21.12.2015,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,28.12.2015,Beograd-pijaca,20.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,04.01.2016,Beograd-pijaca,22.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,11.01.2016,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,18.01.2016,Beograd-pijaca,20.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,25.01.2016,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,01.02.2016,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,08.02.2016,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,15.02.2016,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,22.02.2016,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,29.02.2016,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,07.03.2016,Beograd-pijaca,20.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,14.03.2016,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,21.03.2016,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,28.03.2016,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,04.04.2016,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,11.04.2016,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,18.04.2016,Beograd-pijaca,20.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,25.04.2016,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,02.05.2016,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,09.05.2016,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,16.05.2016,Beograd-pijaca,22.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,23.05.2016,Beograd-pijaca,24.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,30.05.2016,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,06.06.2016,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,13.06.2016,Beograd-pijaca,24.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,20.06.2016,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,27.06.2016,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,04.07.2016,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,11.07.2016,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,18.07.2016,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,25.07.2016,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,01.08.2016,Beograd-pijaca,25.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,08.08.2016,Beograd-pijaca,24.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,15.08.2016,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,22.08.2016,Beograd-pijaca,24.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,29.08.2016,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,05.09.2016,Beograd-pijaca,25.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,12.09.2016,Beograd-pijaca,25.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,19.09.2016,Beograd-pijaca,25.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,26.09.2016,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,03.10.2016,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,10.10.2016,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,17.10.2016,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,24.10.2016,Beograd-pijaca,18.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,31.10.2016,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,07.11.2016,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,14.11.2016,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,21.11.2016,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,28.11.2016,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,05.12.2016,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,12.12.2016,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,19.12.2016,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,26.12.2016,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,02.01.2017,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,16.01.2017,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,23.01.2017,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,30.01.2017,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,06.02.2017,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,13.02.2017,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,20.02.2017,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,27.02.2017,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,06.03.2017,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,13.03.2017,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,20.03.2017,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,27.03.2017,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,03.04.2017,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,10.04.2017,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,17.04.2017,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,24.04.2017,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,01.05.2017,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,08.05.2017,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,15.05.2017,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,22.05.2017,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,29.05.2017,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,05.06.2017,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,12.06.2017,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,19.06.2017,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,26.06.2017,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,03.07.2017,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,10.07.2017,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,17.07.2017,Beograd-pijaca,22.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,24.07.2017,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,31.07.2017,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,07.08.2017,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,14.08.2017,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,21.08.2017,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,28.08.2017,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,04.09.2017,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,11.09.2017,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,18.09.2017,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,25.09.2017,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,02.10.2017,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,09.10.2017,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,16.10.2017,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,23.10.2017,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,30.10.2017,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,06.11.2017,Beograd-pijaca,24.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,13.11.2017,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,20.11.2017,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,27.11.2017,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,04.12.2017,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,11.12.2017,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,18.12.2017,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,25.12.2017,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,01.01.2018,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,08.01.2018,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,15.01.2018,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,22.01.2018,Beograd-pijaca,22.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,29.01.2018,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,05.02.2018,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,12.02.2018,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,19.02.2018,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,26.02.2018,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,05.03.2018,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,12.03.2018,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,19.03.2018,Beograd-pijaca,22.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,26.03.2018,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,02.04.2018,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,09.04.2018,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,16.04.2018,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,23.04.2018,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,30.04.2018,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,07.05.2018,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,14.05.2018,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,21.05.2018,Beograd-pijaca,24.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,28.05.2018,Beograd-pijaca,22.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,04.06.2018,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,11.06.2018,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,18.06.2018,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,25.06.2018,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,02.07.2018,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,09.07.2018,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,16.07.2018,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,23.07.2018,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,30.07.2018,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,06.08.2018,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,13.08.2018,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,20.08.2018,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,27.08.2018,Beograd-pijaca,24.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,03.09.2018,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,10.09.2018,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,17.09.2018,Beograd-pijaca,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,24.09.2018,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,01.10.2018,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,08.10.2018,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,15.10.2018,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,22.10.2018,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,29.10.2018,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,05.11.2018,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,12.11.2018,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,19.11.2018,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,26.11.2018,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,03.12.2018,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,10.12.2018,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,17.12.2018,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,24.12.2018,Beograd-pijaca,18.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,31.12.2018,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,07.01.2019,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,14.01.2019,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,21.01.2019,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,04.02.2019,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,11.02.2019,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,18.02.2019,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,25.02.2019,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,04.03.2019,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,11.03.2019,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,18.03.2019,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,25.03.2019,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,01.04.2019,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,08.04.2019,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,15.04.2019,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,22.04.2019,Beograd-pijaca,20.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,29.04.2019,Beograd-pijaca,20.00
