Year,Packaging,City,Seed price (RSD),Crop
2021,25000 sj,Novi Sad,5790.0,Corn
2021,25000 sj,Novi Sad,5630.0,Corn
2021,25000 sj,Novi Sad,5280.0,Corn
2021,25000 sj,Novi Sad,4630.0,Corn
2021,25000 sj,Novi Sad,3850.0,Corn
2021,25000 sj,Novi Sad,5600.0,Corn
2021,25000 sj,Novi Sad,5550.0,Corn
2021,25000 sj,Pančevo,3950.0,Corn
2021,25000 sj,Pančevo,4250.0,Corn
2021,25000 sj,Pančevo,4400.0,Corn
2021,25000 sj,Pančevo,3250.0,Corn
2021,25000 sj,Pančevo,3450.0,Corn
2021,25000 sj,Pirot,4700.0,Corn
2021,25000 sj,Pirot,4100.0,Corn
2021,25000 sj,Pirot,3700.0,Corn
2021,25000 sj,Pirot,3900.0,Corn
2021,25000 sj,Požarevac,4350.0,Corn
2021,25000 sj,Požarevac,4150.0,Corn
2021,25000 sj,Požarevac,3400.0,Corn
2021,25000 sj,Požarevac,3450.0,Corn
2021,25000 sj,Požarevac,3800.0,Corn
2021,25000 sj,Požarevac,4400.0,Corn
2021,25000 sj,Smederevo,3990.0,Corn
2021,25000 sj,Smederevo,4620.0,Corn
2021,25000 sj,Smederevo,4350.0,Corn
2021,25000 sj,Smederevo,5700.0,Corn
2021,25000 sj,Smederevo,3850.0,Corn
2021,25000 sj,Smederevo,5500.0,Corn
2021,25000 sj,Sombor,4620.0,Corn
2021,25000 sj,Sombor,4070.0,Corn
2021,25000 sj,Sombor,3410.0,Corn
2021,25000 sj,Sombor,6919.0,Corn
2021,25000 sj,Sombor,6820.0,Corn
2021,25000 sj,Sombor,6094.0,Corn
2021,25000 sj,Sombor,5555.0,Corn
2021,25000 sj,Sombor,4900.0,Corn
2021,25000 sj,Sombor,4150.0,Corn
2021,25000 sj,Sombor,6242.0,Corn
2021,25000 sj,Sombor,4695.0,Corn
2021,25000 sj,Sombor,3630.0,Corn
2021,25000 sj,Subotica,3780.0,Corn
2021,25000 sj,Subotica,3780.0,Corn
2021,25000 sj,Subotica,4280.0,Corn
2021,25000 sj,Subotica,3600.0,Corn
2021,25000 sj,Subotica,3850.0,Corn
2021,25000 sj,Subotica,4100.0,Corn
2021,25000 sj,Subotica,4100.0,Corn
2021,25000 sj,Vranje,4620.0,Corn
2021,25000 sj,Vranje,4070.0,Corn
2021,25000 sj,Vranje,3410.0,Corn
2021,25000 sj,Vranje,4150.0,Corn
2021,25000 sj,Vranje,3850.0,Corn
2021,25000 sj,Vranje,4800.0,Corn
2021,25000 sj,Zaječar,4620.0,Corn
2021,25000 sj,Zaječar,3410.0,Corn
2021,25000 sj,Zaječar,3410.0,Corn
2021,25000 sj,Zaječar,3850.0,Corn
2021,25000 sj,Zaječar,3850.0,Corn
2021,25000 sj,Zrenjanin,3850.0,Corn
2021,25000 sj,Zrenjanin,4610.0,Corn
2021,25000 sj,Zrenjanin,4070.0,Corn
2021,25000 sj,Zrenjanin,3410.0,Corn
2021,25000 sj,Zrenjanin,3850.0,Corn
2021,25000 sj,Zrenjanin,4290.0,Corn
2021,25000 sj,Zrenjanin,4400.0,Corn
2021,25000 sj,Čačak,4650.0,Corn
2021,25000 sj,Čačak,4050.0,Corn
2021,25000 sj,Čačak,3800.0,Corn
2021,25000 sj,Čačak,4200.0,Corn
2021,25000sj,Beograd,4250.0,Corn
2021,25000sj,Beograd,4490.0,Corn
2021,25000sj,Kikinda,4500.0,Corn
2021,25000sj,Kragujevac,4300.0,Corn
2021,25000sj,Kragujevac,4800.0,Corn
2021,25000sj,Kraljevo,3950.0,Corn
2021,25000sj,Niš,5150.0,Corn
2021,25000sj,Niš,4800.0,Corn
2021,25000sj,Novi Sad,4100.0,Corn
2021,25000sj,Novi Sad,5050.0,Corn
2021,25000sj,Subotica,4600.0,Corn
2021,25000sj,Vranje,4800.0,Corn
2021,25000sj,Čačak,3950.0,Corn
2021,30000sj,Beograd,4200.0,Corn
2021,30000sj,Kikinda,3400.0,Corn
2021,30000sj,Kikinda,3400.0,Corn
2021,30000sj,Kikinda,4300.0,Corn
2021,30000sj,Kragujevac,3800.0,Corn
2021,30000sj,Kragujevac,3900.0,Corn
2021,30000sj,Kragujevac,4100.0,Corn
2021,30000sj,Kraljevo,4000.0,Corn
2021,30000sj,Niš,4990.0,Corn
2021,30000sj,Niš,3200.0,Corn
2021,30000sj,Niš,4200.0,Corn
2021,30000sj,Novi Sad,2160.0,Corn
2021,30000sj,Pirot,5100.0,Corn
2021,30000sj,Sombor,4055.0,Corn
2021,30000sj,Sombor,2800.0,Corn
2021,30000sj,Sombor,3900.0,Corn
2021,30000sj,Subotica,3700.0,Corn
2021,30000sj,Vranje,4400.0,Corn
2021,30000sj,Zrenjanin,3842.0,Corn
2021,30000sj,Čačak,4100.0,Corn
2021,25 kg,Beograd,1300.0,Wheat
2021,25 kg,Beograd,1700.0,Wheat
2021,25 kg,Beograd,1700.0,Wheat
2021,25 kg,Beograd,1450.0,Wheat
2021,25 kg,Beograd,1620.0,Wheat
2021,25 kg,Kikinda,1450.0,Wheat
2021,25 kg,Kikinda,1525.0,Wheat
2021,25 kg,Kikinda,1500.0,Wheat
2021,25 kg,Kragujevac,1400.0,Wheat
2021,25 kg,Kragujevac,1825.0,Wheat
2021,25 kg,Kragujevac,1850.0,Wheat
2021,25 kg,Kragujevac,1725.0,Wheat
2021,25 kg,Kragujevac,1800.0,Wheat
2021,25 kg,Kraljevo,1225.0,Wheat
2021,25 kg,Kraljevo,1525.0,Wheat
2021,25 kg,Kraljevo,1550.0,Wheat
2021,25 kg,Kraljevo,1425.0,Wheat
2021,25 kg,Loznica,1245.0,Wheat
2021,25 kg,Loznica,1425.0,Wheat
2021,25 kg,Loznica,1450.0,Wheat
2021,25 kg,Niš,1275.0,Wheat
2021,25 kg,Niš,1575.0,Wheat
2021,25 kg,Niš,1575.0,Wheat
2021,25 kg,Niš,1575.0,Wheat
2021,25 kg,Niš,1575.0,Wheat
2021,25 kg,Novi Sad,1250.0,Wheat
2021,25 kg,Novi Sad,1650.0,Wheat
2021,25 kg,Pančevo,1275.0,Wheat
2021,25 kg,Pančevo,1500.0,Wheat
2021,25 kg,Pančevo,1550.0,Wheat
2021,25 kg,Pančevo,1500.0,Wheat
2021,25 kg,Pančevo,1550.0,Wheat
2021,25 kg,Pirot,1325.0,Wheat
2021,25 kg,Pirot,1675.0,Wheat
2021,25 kg,Pirot,1625.0,Wheat
2021,25 kg,Pirot,1625.0,Wheat
2021,25 kg,Požarevac,1250.0,Wheat
2021,25 kg,Požarevac,1525.0,Wheat
2021,25 kg,Požarevac,1575.0,Wheat
2021,25 kg,Požarevac,1625.0,Wheat
2021,25 kg,Smederevo,1450.0,Wheat
2021,25 kg,Smederevo,1400.0,Wheat
2021,25 kg,Smederevo,1425.0,Wheat
2021,25 kg,Smederevo,1400.0,Wheat
2021,25 kg,Sombor,1338.0,Wheat
2021,25 kg,Sombor,1687.0,Wheat
2021,25 kg,Sombor,1637.0,Wheat
2021,25 kg,Sombor,1525.0,Wheat
2021,25 kg,Sremska Mitrovica,1250.0,Wheat
2021,25 kg,Sremska Mitrovica,1500.0,Wheat
2021,25 kg,Sremska Mitrovica,1600.0,Wheat
2021,25 kg,Sremska Mitrovica,1600.0,Wheat
2021,25 kg,Subotica,1500.0,Wheat
2021,25 kg,Subotica,1500.0,Wheat
2021,25 kg,Subotica,1500.0,Wheat
2021,25 kg,Vranje,1575.0,Wheat
2021,25 kg,Vranje,1575.0,Wheat
2021,25 kg,Zaječar,1250.0,Wheat
2021,25 kg,Zaječar,1500.0,Wheat
2021,25 kg,Zaječar,1500.0,Wheat
2021,25 kg,Zrenjanin,1300.0,Wheat
2021,25 kg,Zrenjanin,1325.0,Wheat
2021,25 kg,Zrenjanin,1600.0,Wheat
2021,25 kg,Zrenjanin,1525.0,Wheat
2021,25 kg,Čačak,1250.0,Wheat
2021,25 kg,Čačak,1625.0,Wheat
2021,30 kg,Beograd,1740.0,Wheat
2021,30 kg,Kragujevac,2040.0,Wheat
2021,30 kg,Požarevac,1770.0,Wheat
2021,50 kg,Beograd,2580.0,Wheat
2021,50 kg,Beograd,3400.0,Wheat
2021,50 kg,Beograd,3400.0,Wheat
2021,50 kg,Kikinda,2800.0,Wheat
2021,50 kg,Kikinda,3000.0,Wheat
2021,50 kg,Kragujevac,2650.0,Wheat
2021,50 kg,Kragujevac,2400.0,Wheat
2021,50 kg,Kragujevac,3550.0,Wheat
2021,50 kg,Kragujevac,3600.0,Wheat
2021,50 kg,Kraljevo,2400.0,Wheat
2021,50 kg,Kraljevo,2350.0,Wheat
2021,50 kg,Niš,2550.0,Wheat
2021,50 kg,Pirot,2650.0,Wheat
2021,50 kg,Smederevo,2650.0,Wheat
2021,50 kg,Smederevo,2600.0,Wheat
2021,50 kg,Sombor,2675.0,Wheat
2021,50 kg,Subotica,3000.0,Wheat
2021,50 kg,Vranje,2550.0,Wheat
2021,50 kg,Zrenjanin,2400.0,Wheat
2021,50 kg,Čačak,2500.0,Wheat
2021,50 kg,Čačak,3250.0,Wheat
2022,25 kg,Beograd,2200.0,Barley
2022,25 kg,Kikinda,2050.0,Barley
2022,25 kg,Kraljevo,2000.0,Barley
2022,25 kg,Niš,2000.0,Barley
2022,25 kg,Novi Sad,2062.5,Barley
2022,25 kg,Pančevo,2450.0,Barley
2022,25 kg,Pirot,2125.0,Barley
2022,25 kg,Požarevac,2200.0,Barley
2022,25 kg,Sremska Mitrovica,2450.0,Barley
2022,25 kg,Subotica,2075.0,Barley
2022,25 kg,Zaječar,2125.0,Barley
2022,25 kg,Čačak,2200.0,Barley
2022,25kg,Beograd,2250.0,Barley
2022,25kg,Kikinda,2125.0,Barley
2022,25kg,Kikinda,2125.0,Barley
2022,25kg,Kraljevo,2000.0,Barley
2022,25kg,Loznica,2125.0,Barley
2022,25kg,Niš,2025.0,Barley
2022,25kg,Novi Sad,2062.0,Barley
2022,25kg,Novi Sad,2125.0,Barley
2022,25kg,Pančevo,2300.0,Barley
2022,25kg,Pančevo,2450.0,Barley
2022,25kg,Požarevac,2075.0,Barley
2022,25kg,Požarevac,2125.0,Barley
2022,25kg,Smederevo,2000.0,Barley
2022,25kg,Sombor,2225.0,Barley
2022,25kg,Sombor,2275.0,Barley
2022,25kg,Sremska Mitrovica,2000.0,Barley
2022,25kg,Sremska Mitrovica,2250.0,Barley
2022,25kg,Subotica,2075.0,Barley
2022,25kg,Vranje,2375.0,Barley
2022,25kg,Zrenjanin,2275.0,Barley
2022,25kg,Čačak,2400.0,Barley
2022,45kg,Smederevo,3645.0,Barley
2022,45kg,Sremska Mitrovica,3600.0,Barley
2022,45kg,Čačak,4300.0,Barley
2022,50 kg,Beograd,4250.0,Barley
2022,50 kg,Beograd,4000.0,Barley
2022,50 kg,Niš,4050.0,Barley
2022,50 kg,Novi Sad,4125.0,Barley
2022,50 kg,Smederevo,4050.0,Barley
2022,50 kg,Sremska Mitrovica,4100.0,Barley
2022,50 kg,Subotica,4000.0,Barley
2022,50 kg,Čačak,4500.0,Barley
2022,50 kg,Čačak,4400.0,Barley
2022,50kg,Niš,4750.0,Barley
2022,50kg,Požarevac,4600.0,Barley
2022,50kg,Smederevo,4250.0,Barley
2022,50kg,Sremska Mitrovica,5000.0,Barley
2022,25000 sj,Beograd,5450.0,Corn
2022,25000 sj,Beograd,4830.0,Corn
2022,25000 sj,Beograd,4150.0,Corn
2022,25000 sj,Beograd,3700.0,Corn
2022,25000 sj,Beograd,7890.0,Corn
2022,25000 sj,Beograd,6690.0,Corn
2022,25000 sj,Beograd,5900.0,Corn
2022,25000 sj,Beograd,5315.0,Corn
2022,25000 sj,Beograd,5400.0,Corn
2022,25000 sj,Beograd,4450.0,Corn
2022,25000 sj,Beograd,6200.0,Corn
2022,25000 sj,Beograd,3830.0,Corn
2022,25000 sj,Kikinda,4885.0,Corn
2022,25000 sj,Kikinda,4320.0,Corn
2022,25000 sj,Kikinda,3690.0,Corn
2022,25000 sj,Kikinda,3690.0,Corn
2022,25000 sj,Kikinda,7030.0,Corn
2022,25000 sj,Kikinda,6800.0,Corn
2022,25000 sj,Kikinda,6200.0,Corn
2022,25000 sj,Kikinda,4850.0,Corn
2022,25000 sj,Kikinda,4320.0,Corn
2022,25000 sj,Kikinda,5120.0,Corn
2022,25000 sj,Kikinda,4820.0,Corn
2022,25000 sj,Kikinda,4860.0,Corn
2022,25000 sj,Kragujevac,4690.0,Corn
2022,25000 sj,Kragujevac,4500.0,Corn
2022,25000 sj,Kragujevac,5635.0,Corn
2022,25000 sj,Kragujevac,3720.0,Corn
2022,25000 sj,Kragujevac,7180.0,Corn
2022,25000 sj,Kragujevac,4550.0,Corn
2022,25000 sj,Kragujevac,4395.0,Corn
2022,25000 sj,Kragujevac,4890.0,Corn
2022,25000 sj,Kraljevo,5170.0,Corn
2022,25000 sj,Kraljevo,4565.0,Corn
2022,25000 sj,Kraljevo,3905.0,Corn
2022,25000 sj,Loznica,8250.0,Corn
2022,25000 sj,Loznica,5170.0,Corn
2022,25000 sj,Loznica,4565.0,Corn
2022,25000 sj,Loznica,4000.0,Corn
2022,25000 sj,Loznica,6750.0,Corn
2022,25000 sj,Loznica,6550.0,Corn
2022,25000 sj,Loznica,6050.0,Corn
2022,25000 sj,Loznica,5500.0,Corn
2022,25000 sj,Loznica,5400.0,Corn
2022,25000 sj,Loznica,4600.0,Corn
2022,25000 sj,Loznica,5050.0,Corn
2022,25000 sj,Loznica,3800.0,Corn
2022,25000 sj,Niš,5170.0,Corn
2022,25000 sj,Niš,4250.0,Corn
2022,25000 sj,Niš,3900.0,Corn
2022,25000 sj,Niš,5400.0,Corn
2022,25000 sj,Niš,4350.0,Corn
2022,25000 sj,Niš,6900.0,Corn
2022,25000 sj,Niš,5600.0,Corn
2022,25000 sj,Novi Sad,4900.0,Corn
2022,25000 sj,Novi Sad,4900.0,Corn
2022,25000 sj,Novi Sad,4400.0,Corn
2022,25000 sj,Novi Sad,3900.0,Corn
2022,25000 sj,Novi Sad,6700.0,Corn
2022,25000 sj,Novi Sad,6500.0,Corn
2022,25000 sj,Novi Sad,6200.0,Corn
2022,25000 sj,Novi Sad,5700.0,Corn
2022,25000 sj,Novi Sad,5300.0,Corn
2022,25000 sj,Novi Sad,4800.0,Corn
2022,25000 sj,Novi Sad,6200.0,Corn
2022,25000 sj,Novi Sad,5498.0,Corn
2022,25000 sj,Novi Sad,3900.0,Corn
2022,25000 sj,Novi Sad,4980.0,Corn
2022,25000 sj,Novi Sad,4200.0,Corn
2022,25000 sj,Pančevo,3550.0,Corn
2022,25000 sj,Pančevo,4150.0,Corn
2022,25000 sj,Pančevo,4700.0,Corn
2022,25000 sj,Pančevo,5400.0,Corn
2022,25000 sj,Pančevo,4600.0,Corn
2022,25000 sj,Pirot,4000.0,Corn
2022,25000 sj,Pirot,4600.0,Corn
2022,25000 sj,Pirot,5200.0,Corn
2022,25000 sj,Pirot,6500.0,Corn
2022,25000 sj,Pirot,7500.0,Corn
2022,25000 sj,Požarevac,4800.0,Corn
2022,25000 sj,Požarevac,4550.0,Corn
2022,25000 sj,Požarevac,3950.0,Corn
2022,25000 sj,Požarevac,6800.0,Corn
2022,25000 sj,Požarevac,5880.0,Corn
2022,25000 sj,Požarevac,3700.0,Corn
2022,25000 sj,Požarevac,4850.0,Corn
2022,25000 sj,Požarevac,4890.0,Corn
2022,25000 sj,Požarevac,4720.0,Corn
2022,25000 sj,Požarevac,4750.0,Corn
2022,25000 sj,Smederevo,4950.0,Corn
2022,25000 sj,Smederevo,4600.0,Corn
2022,25000 sj,Smederevo,4900.0,Corn
2022,25000 sj,Smederevo,6450.0,Corn
2022,25000 sj,Smederevo,4350.0,Corn
2022,25000 sj,Sombor,5110.0,Corn
2022,25000 sj,Sombor,4510.0,Corn
2022,25000 sj,Sombor,3860.0,Corn
2022,25000 sj,Sombor,7405.0,Corn
2022,25000 sj,Sombor,7161.0,Corn
2022,25000 sj,Sombor,6523.0,Corn
2022,25000 sj,Sombor,5863.0,Corn
2022,25000 sj,Sombor,5400.0,Corn
2022,25000 sj,Sombor,4600.0,Corn
2022,25000 sj,Sombor,5150.0,Corn
2022,25000 sj,Sombor,3780.0,Corn
2022,25000 sj,Subotica,4800.0,Corn
2022,25000 sj,Subotica,4250.0,Corn
2022,25000 sj,Subotica,3700.0,Corn
2022,25000 sj,Subotica,4600.0,Corn
2022,25000 sj,Subotica,4350.0,Corn
2022,25000 sj,Subotica,4890.0,Corn
2022,25000 sj,Subotica,3880.0,Corn
2022,25000 sj,Vranje,5170.0,Corn
2022,25000 sj,Vranje,4550.0,Corn
2022,25000 sj,Vranje,3900.0,Corn
2022,25000 sj,Vranje,4600.0,Corn
2022,25000 sj,Vranje,4350.0,Corn
2022,25000 sj,Zaječar,4990.0,Corn
2022,25000 sj,Zaječar,4390.0,Corn
2022,25000 sj,Zaječar,3790.0,Corn
2022,25000 sj,Zaječar,4400.0,Corn
2022,25000 sj,Zaječar,4400.0,Corn
2022,25000 sj,Zrenjanin,4885.0,Corn
2022,25000 sj,Zrenjanin,4320.0,Corn
2022,25000 sj,Zrenjanin,4625.0,Corn
2022,25000 sj,Zrenjanin,3956.0,Corn
2022,25000 sj,Zrenjanin,7030.0,Corn
2022,25000 sj,Zrenjanin,6000.0,Corn
2022,25000 sj,Zrenjanin,6200.0,Corn
2022,25000 sj,Zrenjanin,4475.0,Corn
2022,25000 sj,Čačak,5170.0,Corn
2022,25000 sj,Čačak,4565.0,Corn
2022,25000 sj,Čačak,3905.0,Corn
2022,25000sj,Beograd,6200.0,Corn
2022,25000sj,Kikinda,5150.0,Corn
2022,25000sj,Kragujevac,4800.0,Corn
2022,25000sj,Kraljevo,4750.0,Corn
2022,25000sj,Loznica,4700.0,Corn
2022,25000sj,Novi Sad,6000.0,Corn
2022,25000sj,Novi Sad,6600.0,Corn
2022,25000sj,Požarevac,4800.0,Corn
2022,25000sj,Požarevac,4800.0,Corn
2022,25000sj,Smederevo,4500.0,Corn
2022,25000sj,Subotica,4800.0,Corn
2022,25000sj,Zaječar,4450.0,Corn
2022,25000sj,Čačak,4750.0,Corn
2022,30000sj,Beograd,4200.0,Corn
2022,30000sj,Kikinda,4000.0,Corn
2022,30000sj,Kikinda,4000.0,Corn
2022,30000sj,Kikinda,4395.0,Corn
2022,30000sj,Kraljevo,4300.0,Corn
2022,30000sj,Loznica,3800.0,Corn
2022,30000sj,Niš,4500.0,Corn
2022,30000sj,Niš,5100.0,Corn
2022,30000sj,Pančevo,4500.0,Corn
2022,30000sj,Pančevo,4700.0,Corn
2022,30000sj,Pančevo,5000.0,Corn
2022,30000sj,Pirot,6000.0,Corn
2022,30000sj,Pirot,5500.0,Corn
2022,30000sj,Požarevac,4250.0,Corn
2022,30000sj,Požarevac,4250.0,Corn
2022,30000sj,Požarevac,4250.0,Corn
2022,30000sj,Subotica,4330.0,Corn
2022,30000sj,Čačak,4300.0,Corn
2022,25 kg,Beograd,2100.0,Wheat
2022,25 kg,Beograd,2620.0,Wheat
2022,25 kg,Beograd,2700.0,Wheat
2022,25 kg,Kikinda,1950.0,Wheat
2022,25 kg,Kikinda,2350.0,Wheat
2022,25 kg,Kikinda,2325.0,Wheat
2022,25 kg,Kraljevo,2000.0,Wheat
2022,25 kg,Kraljevo,2450.0,Wheat
2022,25 kg,Kraljevo,2450.0,Wheat
2022,25 kg,Loznica,1875.0,Wheat
2022,25 kg,Loznica,2300.0,Wheat
2022,25 kg,Loznica,2300.0,Wheat
2022,25 kg,Niš,2000.0,Wheat
2022,25 kg,Niš,2475.0,Wheat
2022,25 kg,Niš,2475.0,Wheat
2022,25 kg,Niš,2375.0,Wheat
2022,25 kg,Niš,2375.0,Wheat
2022,25 kg,Novi Sad,2075.0,Wheat
2022,25 kg,Novi Sad,2375.0,Wheat
2022,25 kg,Novi Sad,2375.0,Wheat
2022,25 kg,Pančevo,2075.0,Wheat
2022,25 kg,Pančevo,2450.0,Wheat
2022,25 kg,Pančevo,2450.0,Wheat
2022,25 kg,Pančevo,2450.0,Wheat
2022,25 kg,Pirot,1975.0,Wheat
2022,25 kg,Pirot,2500.0,Wheat
2022,25 kg,Pirot,2500.0,Wheat
2022,25 kg,Pirot,2500.0,Wheat
2022,25 kg,Požarevac,2325.0,Wheat
2022,25 kg,Požarevac,2450.0,Wheat
2022,25 kg,Požarevac,2375.0,Wheat
2022,25 kg,Požarevac,2375.0,Wheat
2022,25 kg,Smederevo,2025.0,Wheat
2022,25 kg,Smederevo,2375.0,Wheat
2022,25 kg,Smederevo,2375.0,Wheat
2022,25 kg,Sombor,2050.0,Wheat
2022,25 kg,Sombor,2525.0,Wheat
2022,25 kg,Sombor,2450.0,Wheat
2022,25 kg,Sombor,2500.0,Wheat
2022,25 kg,Sremska Mitrovica,2125.0,Wheat
2022,25 kg,Sremska Mitrovica,2400.0,Wheat
2022,25 kg,Sremska Mitrovica,2375.0,Wheat
2022,25 kg,Sremska Mitrovica,2275.0,Wheat
2022,25 kg,Sremska Mitrovica,2500.0,Wheat
2022,25 kg,Subotica,2350.0,Wheat
2022,25 kg,Subotica,2325.0,Wheat
2022,25 kg,Subotica,2200.0,Wheat
2022,25 kg,Subotica,2350.0,Wheat
2022,25 kg,Vranje,2000.0,Wheat
2022,25 kg,Vranje,2475.0,Wheat
2022,25 kg,Vranje,2475.0,Wheat
2022,25 kg,Zaječar,2000.0,Wheat
2022,25 kg,Zaječar,2475.0,Wheat
2022,25 kg,Zrenjanin,2100.0,Wheat
2022,25 kg,Zrenjanin,2313.0,Wheat
2022,25 kg,Zrenjanin,2475.0,Wheat
2022,25 kg,Čačak,2000.0,Wheat
2022,25 kg,Čačak,2500.0,Wheat
2022,25 kg,Čačak,2600.0,Wheat
2022,30 kg,Beograd,2880.0,Wheat
2022,30 kg,Sremska Mitrovica,2760.0,Wheat
2022,30 kg,Čačak,2500.0,Wheat
2022,50 kg,Beograd,4200.0,Wheat
2022,50 kg,Beograd,5100.0,Wheat
2022,50 kg,Beograd,5400.0,Wheat
2022,50 kg,Kraljevo,3900.0,Wheat
2022,50 kg,Pančevo,4100.0,Wheat
2022,50 kg,Pančevo,4900.0,Wheat
2022,50 kg,Pirot,3950.0,Wheat
2022,50 kg,Požarevac,3850.0,Wheat
2022,50 kg,Smederevo,4050.0,Wheat
2022,50 kg,Smederevo,4650.0,Wheat
2022,50 kg,Sremska Mitrovica,4250.0,Wheat
2022,50 kg,Sremska Mitrovica,4800.0,Wheat
2022,50 kg,Sremska Mitrovica,4750.0,Wheat
2022,50 kg,Zaječar,4000.0,Wheat
2022,50 kg,Čačak,4000.0,Wheat
2022,50 kg,Čačak,5000.0,Wheat
2023,25 kg,Kikinda,1500.0,Barley
2023,25 kg,Kragujevac,1550.0,Barley
2023,25 kg,Loznica,1625.0,Barley
2023,25 kg,Niš,1475.0,Barley
2023,25 kg,Pančevo,1570.0,Barley
2023,25 kg,Pirot,1650.0,Barley
2023,25 kg,Požarevac,1325.0,Barley
2023,25 kg,Smederevo,2275.0,Barley
2023,25 kg,Zrenjanin,1700.0,Barley
2023,25kg,Beograd,1450.0,Barley
2023,25kg,Beograd,1650.0,Barley
2023,25kg,Kikinda,1575.0,Barley
2023,25kg,Kragujevac,1300.0,Barley
2023,25kg,Kragujevac,1875.0,Barley
2023,25kg,Kraljevo,1450.0,Barley
2023,25kg,Loznica,1500.0,Barley
2023,25kg,Niš,1525.0,Barley
2023,25kg,Pančevo,1800.0,Barley
2023,25kg,Pančevo,1750.0,Barley
2023,25kg,Pirot,1470.0,Barley
2023,25kg,Požarevac,1575.0,Barley
2023,25kg,Požarevac,1625.0,Barley
2023,25kg,Smederevo,1825.0,Barley
2023,25kg,Sombor,1375.0,Barley
2023,25kg,Sombor,1575.0,Barley
2023,25kg,Subotica,1650.0,Barley
2023,25kg,Zaječar,1750.0,Barley
2023,25kg,Zrenjanin,1450.0,Barley
2023,25kg,Zrenjanin,1725.0,Barley
2023,25kg,Čačak,1700.0,Barley
2023,45kg,Kragujevac,2225.0,Barley
2023,45kg,Pančevo,3240.0,Barley
2023,45kg,Čačak,3000.0,Barley
2023,50 kg,Kragujevac,3125.0,Barley
2023,50 kg,Kragujevac,3025.0,Barley
2023,50 kg,Pančevo,3600.0,Barley
2023,50 kg,Pančevo,3250.0,Barley
2023,50 kg,Čačak,1750.0,Barley
2023,50kg,Kragujevac,3025.0,Barley
2023,50kg,Niš,3600.0,Barley
2023,50kg,Pančevo,3250.0,Barley
2023,25000 sj,Beograd,6160.0,Corn
2023,25000 sj,Beograd,5520.0,Corn
2023,25000 sj,Beograd,4820.0,Corn
2023,25000 sj,Beograd,8100.0,Corn
2023,25000 sj,Beograd,6800.0,Corn
2023,25000 sj,Beograd,5750.0,Corn
2023,25000 sj,Beograd,6550.0,Corn
2023,25000 sj,Beograd,5260.0,Corn
2023,25000 sj,Beograd,7630.0,Corn
2023,25000 sj,Beograd,6048.0,Corn
2023,25000 sj,Beograd,6548.0,Corn
2023,25000 sj,Beograd,5440.0,Corn
2023,25000 sj,Beograd,8260.0,Corn
2023,25000 sj,Beograd,7410.0,Corn
2023,25000 sj,Beograd,7290.0,Corn
2023,25000 sj,Beograd,6990.0,Corn
2023,25000 sj,Kikinda,5000.0,Corn
2023,25000 sj,Kikinda,8000.0,Corn
2023,25000 sj,Kikinda,7500.0,Corn
2023,25000 sj,Kikinda,8000.0,Corn
2023,25000 sj,Kikinda,6000.0,Corn
2023,25000 sj,Kraljevo,6000.0,Corn
2023,25000 sj,Kraljevo,5300.0,Corn
2023,25000 sj,Kraljevo,4900.0,Corn
2023,25000 sj,Kraljevo,6760.0,Corn
2023,25000 sj,Kraljevo,6760.0,Corn
2023,25000 sj,Kraljevo,6760.0,Corn
2023,25000 sj,Kraljevo,8000.0,Corn
2023,25000 sj,Loznica,5990.0,Corn
2023,25000 sj,Loznica,5650.0,Corn
2023,25000 sj,Loznica,5400.0,Corn
2023,25000 sj,Loznica,7500.0,Corn
2023,25000 sj,Loznica,5700.0,Corn
2023,25000 sj,Niš,6500.0,Corn
2023,25000 sj,Niš,5500.0,Corn
2023,25000 sj,Niš,5000.0,Corn
2023,25000 sj,Niš,6300.0,Corn
2023,25000 sj,Niš,6300.0,Corn
2023,25000 sj,Niš,6000.0,Corn
2023,25000 sj,Pančevo,6160.0,Corn
2023,25000 sj,Pančevo,5050.0,Corn
2023,25000 sj,Pančevo,6400.0,Corn
2023,25000 sj,Pančevo,6100.0,Corn
2023,25000 sj,Pančevo,7740.0,Corn
2023,25000 sj,Pančevo,5930.0,Corn
2023,25000 sj,Pančevo,6680.0,Corn
2023,25000 sj,Pančevo,6250.0,Corn
2023,25000 sj,Pančevo,5200.0,Corn
2023,25000 sj,Pančevo,7630.0,Corn
2023,25000 sj,Pančevo,6540.0,Corn
2023,25000 sj,Pančevo,7700.0,Corn
2023,25000 sj,Pančevo,6980.0,Corn
2023,25000 sj,Pančevo,8000.0,Corn
2023,25000 sj,Pirot,6160.0,Corn
2023,25000 sj,Pirot,5450.0,Corn
2023,25000 sj,Pirot,5800.0,Corn
2023,25000 sj,Pirot,9200.0,Corn
2023,25000 sj,Pirot,7000.0,Corn
2023,25000 sj,Pirot,6100.0,Corn
2023,25000 sj,Pirot,7000.0,Corn
2023,25000 sj,Pirot,7680.0,Corn
2023,25000 sj,Požarevac,5800.0,Corn
2023,25000 sj,Požarevac,5250.0,Corn
2023,25000 sj,Požarevac,4600.0,Corn
2023,25000 sj,Požarevac,7700.0,Corn
2023,25000 sj,Požarevac,7300.0,Corn
2023,25000 sj,Požarevac,6950.0,Corn
2023,25000 sj,Požarevac,6400.0,Corn
2023,25000 sj,Požarevac,5350.0,Corn
